comment_text,article_url,article_title,comment_sentiment,comment_confidence,comment_dominant_emotion,article_title_sentiment,article_title_confidence,article_title_dominant_emotion,article_sentiment,article_confidence,article_dominant_emotion
"Колко са спрости българюнгите, те не знаят, че всички планински земеделци в цяла Европа са на Лада Нива или Сузуки Самурай",https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.95,презрение,Негативен,0.82,разочарование,Негативен,0.88,разочарование
"Вносителят на руската Лада си беше добре и си има до ден днешен много клиенти в Германия. Фалираха го управниците там начело с канцлера ""болка"" (Шмерц). Прокараха закон, с който забраняват вноса на коли от Русия и забраняват каквито и да е плащания от Германия към Русия и от Русия към Германия за каквито и да е фирми. С подобно изнасилване на ""свободния"" пазар на Запад, законодателството там и добрите нрави, само миналата година фалираха над 65 000 немски фирми. С акушерката начело всичко фалира",https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.95,гняв,Негативен,0.82,разочарование,Негативен,0.88,разочарование
Фирмите в Германия тепърва ще фалират при тези високи цени на енергоресурси,https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.9,тревога,Негативен,0.82,разочарование,Негативен,0.88,разочарование
"Някой от великите разбирачи с коментарите под моя изобщо карал ли е Лада Нива в условията, за които е създадена. Заюо питам ли, ами защотоп пртеди години ми се налагаше да обикалям по работа по язовирите. Във всякакво време и метео условия. Че и по границата също. И какво ми видяха очите - прехвалените ровъри, двипове и сие просто оставаха в калта или в началото на баира. А нивата бавно и полека мина по всичките пътища и без пътища. Та това ми е опита. Отделно нещо е цената и. Ми, правете си изв",https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Позитивен,0.72,увереност,Негативен,0.82,разочарование,Негативен,0.88,разочарование
"Колко трябва да си болен, че да купиш руска кола в Германия е въпроса",https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.95,презрение,Негативен,0.82,разочарование,Негативен,0.88,разочарование
"Нищо, сега може да започнат да внасят в Германия електрически москвичи!",https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.78,ирония,Негативен,0.82,разочарование,Негативен,0.88,разочарование
Даже много закъсняха!,https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.86,недоволство,Негативен,0.82,разочарование,Негативен,0.88,разочарование
нормално за всичко руско,https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.72,презрение,Негативен,0.82,разочарование,Негативен,0.88,разочарование
Абе само факта че лади са се продавали в Германия е изумителен. Някакви немски соцаджии мазохисти са ги купували. Дори нашите соцаджии не ги искат,https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.88,презрение,Негативен,0.82,разочарование,Негативен,0.88,разочарование
Хи-хи-хи.,https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Позитивен,0.85,радост,Негативен,0.82,разочарование,Негативен,0.88,разочарование
"Качествен сервиз ..?!? На какво, бре?!?! На печки на твърдо гориво. Качествен сервиз се прави на автомобил.",https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.88,раздразнение,Негативен,0.82,разочарование,Негативен,0.88,разочарование
Ще ни ги продават нов внос. Тук части още има.,https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.62,скептицизъм,Негативен,0.82,разочарование,Негативен,0.88,разочарование
Свободната западна пазарна икономика какво представлява е ето какво е тоталитарна икономика.,https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.78,недоволство,Негативен,0.82,разочарование,Негативен,0.88,разочарование
"А в България този проблем стои много отдавна, затва лежим под Нивите, ние, вместо въпросните ""майстори"", които са кат доктоРите маа, земат ЕДНА БАЛА ПАРИ и плачат колко труд са фърлили. Ами, не ставай автомонтьор, та йевъ, СТАНИ ПИАНИСТ!",https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.95,гняв,Негативен,0.82,разочарование,Негативен,0.88,разочарование
Машина времени - тотал гарбич для советские мариконив,https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira,Вносителят на руската Лада в Германия фалира,Негативен,0.95,презрение,Негативен,0.82,разочарование,Негативен,0.88,разочарование
"До: анонимен1 ***, един човек ми каза че много разбираш от кашкавал и от кетъринг. верно ли е?",https://www.dnes.bg/a/448-svobodno-vreme/723752-avantasia-shte-piyat-cherveno-vino-v-kristalni-chashi-na-kontserta-si-u-nas,Avantasia ще пият червено вино в кристални чаши на концерта си у нас,Неутрален,0.86,любопитство,Позитивен,0.72,радост,Позитивен,0.72,любопитство
"спрете да напъвате велиан да се случат. търкаляйте си ги по програмките усвоявайте си усвояванки и пуснете гювеч на некой нормален музикант, заминахте концертна дирекция еви му меча",https://www.dnes.bg/a/448-svobodno-vreme/723752-avantasia-shte-piyat-cherveno-vino-v-kristalni-chashi-na-kontserta-si-u-nas,Avantasia ще пият червено вино в кристални чаши на концерта си у нас,Негативен,0.88,гняв,Позитивен,0.72,радост,Позитивен,0.72,любопитство
"Като чета изискванията,май ще трябва и химическа тоалетна на сцената!Банани и вино,боб с варени яйца",https://www.dnes.bg/a/448-svobodno-vreme/723752-avantasia-shte-piyat-cherveno-vino-v-kristalni-chashi-na-kontserta-si-u-nas,Avantasia ще пият червено вино в кристални чаши на концерта си у нас,Негативен,0.78,сарказъм,Позитивен,0.72,радост,Позитивен,0.72,любопитство
"Това с виното стана малко на традиция. Всяка група си избира нещо от държавата домакин да я хвали и последните години решиха повечето да ни хвалят виното, колко хубаво било.",https://www.dnes.bg/a/448-svobodno-vreme/723752-avantasia-shte-piyat-cherveno-vino-v-kristalni-chashi-na-kontserta-si-u-nas,Avantasia ще пият червено вино в кристални чаши на концерта си у нас,Неутрален,0.74,скептицизъм,Позитивен,0.72,радост,Позитивен,0.72,любопитство
"За тия само вкисната боза, вкиснало кисело мляко с вода на айрян, кафе нова Бразилия че боли сърцето от него, бира от Лидъл евтина и топла, и заключени тоалетни..... А за енергиите напитки само Боост и Шарк че са *** марки, щот без тва тяхното не е музика, ама може по една баница и шкембе чорба да разправят после колко са хубави",https://www.dnes.bg/a/448-svobodno-vreme/723752-avantasia-shte-piyat-cherveno-vino-v-kristalni-chashi-na-kontserta-si-u-nas,Avantasia ще пият червено вино в кристални чаши на концерта си у нас,Негативен,0.95,презрение,Позитивен,0.72,радост,Позитивен,0.72,любопитство
"Каква звиздъ е Филип Киркоров? Блатен символ на блатната шлака,абсолютно неизвестен извън прогнилия совок.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Киркоровците вият грозно,зловещо",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.95,отвращение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Тоя рашиски индивид от обратната страна на тротоара да ходи при ритонките да се жалва.Рашиския индивид без Ала Погачова си беше абсолютна мърлааа.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"yкропите почнаха да си връщат окупирани територии, пускайте машината за жaлкa пропaганда да мели :)))))))))",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.82,подигравка,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
стига сте ни занимавали с руски връзки и глупости,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,раздразнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
хъра мъра на пудуенската гара неква бара под хастара зара на зъбара шо праи гЪргара с мъжката отвара и мляска ли мляска и бара бара под хастара.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Неутрален,0.82,объркване,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Стига вече сте ни занимавали с тая употребена чалгаджийка. Поредният *** начин да се насажда омраза към Русия. Дарина дето направи за резил българската култура - да си мълчи.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"От фенове съм чувал, че конкурса ""Евровизия"" е бил нЪгласен предварително срещу Кексуални услуги, а за колежките на Дара: Емилия на Башур и Джорджия на Руския казаха, че били пУръчвани от фенове и след като, забременяли от тях иСмамили мъжете си, че децата са от тях, като Джорджия била имала силни връзки с хора, които манипулирали теста за бащинство и иСмамила Кирчо Руския, че детето е от него и аз, като бях млад имах такива жени и като разбрах, че ме иСмамиха не им давах издръжка.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.88,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Аре, бе... той па стана любимец на пост-съветските зрителей и слушателей, благодарение на българските композитори. Изпя в клоунски екип сумати наши песни на съветски език, ожени се за Ала, която стана звезда с песен на Емил Димитров, а рудките интелектуалци не могат да го понасят. Жив и здрав да е, този ходещ кич, забавен е...",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.78,насмешка,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Да те е страх в България да поздравиш някой. Веднага сифмисли че искаш да му вредиш.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,страх,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Ама Киркоров има ли нужда от славата на Дара? Той отдавна е звезда, сериозно ли мислите че той се умилква за признания? Ако някой ви праща поздравления, просто благодариш. Само дивака почва да се заяжда.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.86,раздразнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Щях да се учудя ака в България не избухнеше крамола. Българите не заслужават нито медали, нито награди, нито празници. Веднага избухва еснафска разправа, веднага някой нещо иска да им отнеме, веднага някой се възползва от тях, веднага някой им краде успеха...Дребни комплексари.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
А коя е Дара?,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Неутрален,0.95,любопитство,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Лили Иванова няма как да донесе Евровизия в БГ, защото тя не може да танцува и никога не е можела! Заслугата е на Дара и тези, които са й помогнали! Изпълнението й беше супер ,перфектно!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Позитивен,0.78,възхищение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Дара - не навлизай в обяснения, защото ще станеш за резил. Киркоров е намерил човек, който е платил. Неслучайно Милутинова, която плонжира пред всичко украинско си трае. Успехът бил твой, ама без парите осигурени от Киркоров как щеше да стане ? И ако продължаваш да ръсиш глупости, Киркоров ще извади документи Той е стара кримка.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.96,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Дара Бара Хастара на Подуенската Гара Ахара Ахара Ахара,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Неутрален,0.85,неутралност,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Тия от Виржиния рекърдс ще и пуснат няколко пъти парчето по чалгаджийските си канали,няколко интервюта и край! Киркоров е от стара коза яре и може да и помогне още много! Всички певци и певици които и до днес пеят изкараха луди пари в СССР! Всички! Киркоров кара Линколн!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.68,раздразнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Това момиче няма какво да се меси в неща , които не трябва да я интересуват! Тука сега ще си отворят устата и други хора и тя ще обере пешкира!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Е да де! Дара сама отиде в БНТ,намери пари и екип! Или чалгаджиите от Виржиния рекърдс изкопаха парите! А бе хубава работа стана,ама българска!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.86,разочарование,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"До: ВарненецЯвно не можеш да разбереш... , жалко за тебе. А за момичето, нека се развива, но не чрез нагласени конкурси. Визирам вътрешния на БНТ",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.88,разочарование,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Арменско-руския Азис случайно роден във Варна се чуди как да стане пак релевантен след едно определено гей парти дето стигна до медиите,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"До: анонимен 170Това не противоречи на мнението, Жалко е за момичето..,",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.78,съжаление,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"До: цицетоНе мога да разбера какво ровите там, където нямате работа! Кой на кого и какво ще носи, дали мед, или жила от пчели си е тяхна работа, а е съвсем в реда на нещата вложеният труд, контакти и пари след постигнат успех да се осребрят!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.86,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"И за да сме кристално ясни опираме до два варианта:...1.Киркоров Лъже и ...2.Дара и екипът й лъжат! Остава да разберем кой как, какво, кога и защо и накрая да не се окаже, че Киркоров ИМАЛ намерение да даде пари, ама после пък се свързал с друг, който ги дал вместо него и всичко да стане едно огромно кълбо от лъжи!...Така, че СПРЕТЕ СЕ!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.94,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
ХАЙДЕ МОЯ МАЛКА БАНГАРАНГА DARA ДАЙ МИ СИЛИКОН И ДЖУКИ...,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Позитивен,0.72,възбуда,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Ееех Даре, Даре, жалко е че не можеш да разбереш че ти си един продукт в който хора като Армутлиева са инвестирали и сега искат да си избият парите. Когато не си им необходима, ще намерят друга Дара да им носи мед..",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,разочарование,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"до 63: не си прав. Това казвам, група от много влиятелни личности тази година бяха в нашия щаб. Лили Иванова да беше излязла, те пак щяха да и осигурят победата.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.72,раздразнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"продължение от 164:групата, която се занимава с фалшификацията на Евровизия, този път идва в БГ, като преди това е била водящ елемент за победите на други участници за посл. 10 г. :)Нямам потив българи да побеждават някъде. Имам против истината да се изкивява. Сама Дара нямаше да мине 3-то място на конкурса още в БГ.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.88,разочарование,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Филип със сигурност има македонски корени.Щом той е измислил и написал песента.Остана и изпълнението да е негово.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Неутрален,0.62,скептицизъм,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Много симпатична девойка. Страхотен характер, красива и талантлива. Класа при срещата с Рублен и отново с Филип.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Позитивен,0.98,възхищение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Баба Яга на Евровизия.Да каже кой е спонсора и свързаните около него вифури.Има твърдение, че победата е била дадена и това си личи още от манипулациите вътре на вотовете в БГ.Дара от 3-та става втора, а после 1-ва, след нарочно оставен сървър, който да приема вотове. Ясно е, че тези вотове са от скриптове, които цъкат числа. После се вижда, че тя ще остане макс втора и променят журито да определя 75 не 50% от тежестта. И Дара вече е първа.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.94,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Драго Чая и Филип Киркоров гейове ли са? За Драго Чая отдавна май се говори, че е гей.Не ми беше известно, че Драго Чая и Киркоров са имали гей връзка. Значи Драго Чая е направил връзката между Дара и Киркоров. Между другото Дарчето колкото повече си отваря устата по темата с Киркоров, толкова повече се излага. Да си беше мълчала по-добре. Сега такава реклама му направи на Киркоров, каквато не е и мечтал.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.82,раздразнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Ами то всичко е чуждо, само Дара е от Бг.:))",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Неутрален,0.72,веселост,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Песента е направена от грък, румънец и швед ли беше, норвежец ли някакъв тампрез 2023-та, а излиза на Евровизия 2026. Киркоров е помогнал също. Значи Дара излезе на сцената да раздруса големите си дини и да изпее чужда песен, на английски и на ямайски. Какво и е българското на тази песен? Дара, еуфорията свърши. Вече пак си си същото момиче от село с противен диалект и вид на момиче за повикване и която го обича повече от хляб. Стига с тая звездомания.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Сега с две думи, кой спечели Евровизия? Дара или Киркоров? То е ясно, че след всеки млад изпълнител стой спонсор, но какво от това? Мислите ли, че Уитни Хюстън или Майкъл Джексън са нямали спонсори в началото??? Какъв е този *** спор?",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.78,раздразнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Научете я тая с постоянно отворена уста като кекс кукла какво да говори. Значи, песента е от 2023г написана специално за Дара, гърка казва че песента е написана от него и гръцкия му екип, Обаче, БНТ, дето се хвалят че не са дали нито един евроцент, организират ""конкурс"" за да ""изберат"" изпълнител"" при вече определен и дори разиграват ""зрителски вот"", Чужд спонсор, чужд автор на песента, чужди танцьори, подготовка в чужда държава.... КОЕ е българското? Ахаа, Дара. Нещо друго? Няма, нали?",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.96,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Дара е бездарна.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.95,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Вълнувам се едно ме опъват за пръв път. Кога почва Световното ?,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Позитивен,0.86,вълнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Ако е дал пари,с право се тупа по гърдите.Успеха е реалност.Сега да видим и кой е разрешил строежа на Баба Алино и кво е взел и дали удобно сега не е пуснал тази тема за да се занимаваме всички с нея.Арестите на Борисов и Пеевски трябва да са реалност,кражби,подправени документи за дефицита,отклонени средства към близки фирми",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.88,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Изгорете вещицата дара продала се на сатаната на кладата,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
