comment_text,article_url,article_title,comment_sentiment,comment_confidence,comment_dominant_emotion,article_title_sentiment,article_title_confidence,article_title_dominant_emotion,article_sentiment,article_confidence,article_dominant_emotion
"Тия само като ги гледам с Ентелигентните си мутри и ме сбира срам че представляват голяма част от сънародниците ни .....Ба си амебите мазни родени от хидрата- Политика,гняс.",https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.98,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
Типични болни отрепани педали.,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.98,отвращение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
Докараха Радев и сега са в състояние на свободно падане.,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.86,разочарование,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Не е необходимо Народно Събрание, цялата власт е в регресивните русофилистици, те ще решават всичко, а андрешковците ще изпълняват. Очаква се руска телепиздия по петъците, възстановяване на МОЧА, задължителен руски в училищата, съботници, възстановяване на член Първи в нова Конституция за водещата роля на мунчовата клика, преследване на всички не симпатизанти на новата номенклатура, дирижиран референдум за ЕС и НАТО, вдигане паметници на лилиПуткин и още ред изненади за овчето стадо.",https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.97,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Големи глупости си написал, но от съботници има на лежаща нужда, че като гледам колко боклуци има навред, особено е мръсно в столицата, няма да е лошо да се чисти всяка събота.",https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.86,раздразнение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Ако те са русофилистични, незнам какво да кажа за другите....По твоята логика сигурно израждане най-малко са такива?!?",https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.78,раздразнение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Нито са леви, нито са десни, най са русофилистични, сборище на изтърсаци на комунистическата номенклатура, надянали европейски маски",https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.96,презрение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Когато властта беше в ръцете им, се занимаваха с щуротии - нарязване на паметници, разваляне на договори, правеха се на атомни енергетици, показни арести, гонене на дипломати, ... После запяха песента за равноотдалечени политици - от какво отдалечени - явно от обещанията си.Ако ги вълнуваше съдебната реформа истински, можеха да я осъществят, можеха да съберат плаващо мнозинство, но май само за вдигане на заплатите си бяха съгласни на такъв ""компромис"".Мошенници, гласувах за вас поотделно по веднъж,нагледах се на севро-сеир, сега изчезвайте, барабар с прайда си, сектите си, украинските си кокошки с брошки и всичките си ""ценности""",https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.98,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Циркаджии, които се изпокараха за места в парламента и позции.",https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.92,презрение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Ще се разделим на две парламентарни групи, ама да направим парламентарен съюз. Асене, надрусан ли си, що ли?!? Какъв е смисъла от едното, като другото е точно обратното. Айде бегай при баща си радев и спри с цирковете, то отдавна е ясно, че ти е мило за него. То не случайно още преди години бойко рече, че за разлика от ДБ, с вас е невъзможно да се разговаря, щото вие сте просто някакви бесновати истерични наглеци.",https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.98,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Прокситата на Шиши и Боко се раздвижиха. За съжаление на Радев ще му е трудно за съдебната реформа.В новия парламент има 131 нови депутати, а всички останали са проксита на прасето и тиквата.",https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.94,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Клеясъл, тая мантра вече не върви. Няма вече ""моделът Борисов и Пеевски"". Нямам идея с какво ще облъчвате кретенското население на България. Територия населена на почти 100% от лоботомирани олигофрени. Но вече не върви. Кретените избраха кретен. Кретенокрация. Ай оди у лево, да ти ....майката.",https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.98,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
Тия двете вън от парламента за измама,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.9,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Аз мислех, че Възраждане са жалки, но тези ги биха...",https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.92,презрение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
Снимката кърти - сбирка на олигофрени.,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.88,презрение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
Особено четвъртия от ляво на дясно. Кърти мивки...,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Позитивен,0.86,възхищение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
Този високият демократичен субект натрупа по-голям стаж като председател на партия от Тодор Живков.,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii,"Следизборно роене: Вота спечелиха пет, но в новия парламент ще бъдат шест формации",Негативен,0.82,сарказъм,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
Разпадайте се продажници!,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.98,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
от конкурса за най-противен и грозен ПеП-ДеПраст (просто Европедал) е Божанов особено след тези снимки. Това че е най-грозен се компенсира от това че е най-тъпият ( след еднокнижника Буда с неговата единствена прочетена книга Винету ). Да си направи изводи и да изчезне от политиката заедно с останалите Пе(П)Де(П)раси.,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.98,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Този развод най-после ще ми открие възможност да гласувам за ДБ.Въпреки, че съвсем не одобрявам Мирчев.Съюзът им с пп беше неестествен и противен.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.78,разочарование,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"От друга страна ДБ/ДСБ могат да си върнат част от избирателите, които не са чак толкоз широко скроени като ПП. Да не говорим, че при разумно говорене част от нормалните гербаджии могат да се присъедият към тях.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Позитивен,0.62,оптимизъм,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Като видяха, че нищо не направиха, по добре да се разведат.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.84,разочарование,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Развод ми дай сбогом любими седесари,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.78,тъга,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Асен не е гей.,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Неутрален,0.95,спокойствие,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Не е точно гей - те поне пое..бават само 1 партньор като Божанов. Той е ЕВРОгей който прецаква всички с които работи даже и да ги е пое..бавал. Готов е и баща си да оправи ако ще има полза от това.,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.98,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"От самото начало, още преди да направят партия, ПП бяха съмнителни и такива си останаха през всичките години. Мунчо ги роди и сега мунчо си ги прибра, ей това стана. Всички простотии, които се случиха в коалицията, бяха направени от ПП. Те бяха с изтеклите записи, те натискаха за подкрепа на радев на президентските, те натиснаха за сглобка с герб, те се натискаха на шиши, парапети, пици с кристали, фалшиви подписи, погазване на конституцията, пачки с пудели и какво ли още не беше, все от тях дойде. Нещастни мижитурки, толкова жадни за власт, че предадоха всичките си партньори. Абсолютна парлама е този ""парламентарен съюз"", който правят сега, никакъв смисъл ДБ да се занимават повече с тях.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.98,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Добър ход на Василев. Има много смисъл в решението му и разбира от рискови ходове. ДБ и особено ДСБ нямат толкова широко мислене, а си кютат каквото си знаят.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Позитивен,0.78,одобрение,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Асеня иска отворена връзка. Като Лена и Миро,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Неутрален,0.86,неутралност,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Време им е на тези двамата да сключат брак.,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Неутрален,0.78,очакване,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Изиграха за пореден път хората,които гласуваха за тях.Цялата идея на разделението е да имат двама зам.председатели на НС.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.91,разочарование,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"И два пъти повече време за изказване , два пъти повече членове в комисии. Селски тарикатлък , що не вземат да го патентоват.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.95,презрение,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Гарант за демокрацията били, видиш ли.....Какъв гарант, бе? такъв дето с тъпотитиите от последните години ни докарахте Радев и сега се разцепвате, ама го правели за силна България. ПЪЛНИ НЕЩАСТНИЦИ. Мразя ви, защото заради вас сме в безмремие от 5 години, а отсега нататък още повече не е ясно какво ще става в страната.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.98,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Пет човека и куче са гарант за демокрацията в България?,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.72,скептицизъм,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Разкарайте Тулупа и се сливайте с герб.,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.92,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"И за какво са им на ГЕРБ? Тия нито експертиза имат, нито идеи за каквото и да било.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.95,презрение,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Ха ха, асенчо как подготви пп да пристане на радев - разкара всички кирчовци и ленки, после се отърва от седящите в скута на пеевси и сега той е чист като сълза :)))) Хитран голям.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.72,насмешка,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Тези немогат да се гледат , а щели да управляват дърцавата. Апсолютни шарлаатани. Не трябва да им дават 2 зам. председателски места, независимо, че ще се разделят в 2 парламентарни групи. По същата логика партията на Радев може да направи 13 парламентарн групи по 10 човека, това гарантира ли 13 зам председателя на парламента",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.96,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"ментета, нямате полезен ход както и да се прегрупирате. Айде със здраве",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.92,презрение,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Васил Велев: Финансовият водовъртеж - България на ръба на гръцки сценарий,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.92,тревога,Негативен,0.85,загриженост,Негативен,0.85,разочарование
А какво ще стане с еврото?,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Неутрален,0.82,несигурност,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Тоалетна хартия и салфетки.,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Неутрален,0.98,спокойствие,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Нещо се готвехте да управлявате, вие сте повече от нежелани. Трайчо Трайков беше министър на Борисов който той уволни, негов министър беше и Денков, ""далече"" ще стигнете така...",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.88,презрение,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Паразитираха около ПП. Много хора за това и не гласуваха за тях. ПП са партия с визия. Политиките им са обърнати и към обикновения човек, ДБ са откровени популисти.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.78,недоволство,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"ДБ са последователи на дясната идея на СДС,а ПП са пълна измишльотина ""без цел и посока""!",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.88,разочарование,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Мерзавци! Излъгаха всичките си избиратели. Уж се разделят, пък всички решения ще вземат заедно. За пари и власт ще продадат и собствените си майки. СРАМ. Радев трябваше и вас да приключи. С какви очи искат хората да гласуват за тях.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.98,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Всичко е за пари и благинки в комисиите. Ако са коалиция, ще имат тук таме председател или по един заместник в комисиите и ще се изпокарат от коя квота да е. Ако са две партии в парламента, ще имат на теория два пъти повече участници в комисиите. Отделно това иглежда че може да са четири години парламент и парите са много важни за тях.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.88,възмущение,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Няма по лицемерна сган от петроханското НПО !!!,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.98,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Някой се притеснява, че могат да се съберат 160 гласа за квотатата на ВСС.Някой се притеснява, че ПП-ДБ ще издигне Гюров за президент и ще го засенчи.Гнома казва, че не трябва да има разделение, а го предизвиква по линия на притеснения?Айде бе гном, подпиши Гюров да е кандидат за президент ...",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.88,раздразнение,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Гнома Гюров никога няма да бъде президент , защото е пълен некадърник и гнусна бременна хлебарка.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.98,отвращение,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Мръсните номера на ПП се целят в партията на Радев. Искат с шепичка депутати да определят политиката на България. Помним как изработиха Мария Габриел, помним и как клатят и събарят властта, когато не им е удобна.",https://dnes.dir.bg/politika/pp-predlaga-na-db-da-se-razdelyat-na-dve-grupi-v-obsht-parlamentaren-sayuz,ПП и ДБ се разделят на две групи в общ парламентарен съюз,Негативен,0.95,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"АКО НЕ СА ПП , ДБ НИКОГА НЯМА ДА ВЛЕЗЕ В ПАРЛАМЕНТА И ОЗИ ПЕДЯ ЧОВЕК НЯМАШЕ ДА ГО ИМА В НС И НЯМАШЕ ВСЯКА ВЕЧЕР ДА ПИЕ 16 ГОДИШНО УИСКИ С ЧАМ ФАСТЪК ?",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.94,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"МНОГО ДЕБЕЛИ ТЕЗИ ДВЕТЕ КОТЕТА ! ЕТО КАКВО ПРАВИ ПАРАТА В ПАРЛАМЕНТА -ДЕБЕЛИ ! ЕВТИНИ КЮФТАЦИ И БЯЛО МУСКАТОВО ВИНО , ЗА ДЕСЕРТ ,,САХЕР "" ! А ПЛЕБЕИТЕ КУЧЕТА ГИ ЯЛИ ! ДА ЖИВЕЙ ТРУДА !",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.95,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Кокорчо и като андропология досущ прилича на Шиши и Тиквата,Сладур!",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.78,подигравка,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Мосю женераль Атанасов щял да става президент.,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.68,ирония,Негативен,0.85,загриженост,Негативен,0.85,разочарование
И тяхната не е лесна: брак между педофили и лица от третия пол.,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.82,неодобрение,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Перманентният дърт атанасов да се пенсионира.Абе този комп.... на колко години е?Няма ли за него закони?,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.96,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Не може пп да има 16 депутати а ниските и грозните да вкарват с преференции и схеми 30. Това са паразити които само търсят някоя ракета носител.,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.95,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"хахаха, тези шарлатани копаят под дъното... много бързо направиха сметка как да изцедят по-добре българите -данъкоплатци. Искат да им се плаща двойно - за зам. председатели на НС, шефове на парламентарни групи, шефове и членове на комисии, за сътрудници...Мислят се за големи тарикати!",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.97,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Помнете ми думата - РОДИ СЕ НОВИЯТ ШИШИ - Асеншиши!,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.82,презрение,Негативен,0.85,загриженост,Негативен,0.85,разочарование
МЛого увиснали!И двете дами и тандемът Иво/Божо...само Зайо ухилен!,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.78,разочарование,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Вие сте гнусна, безродна измет и мястото ви е в трудови лагери, не в парламента!",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.99,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Съобщение от Секретариата на Н.В. Цар Симеон IIНа 19 април 2026 г. Негово Величество гласува на изборите за Народно събрание в българското посолство в Мадрид. Царят е в Испания по повод 65 години от сватбата на близки роднини на Техни Величества.Поради множеството запитвания, информираме, че Царят и Царицата няма да присъстват на тържествата в Стокхолм по повод 80-тата годишнина на шведския крал Карл VI Густав. Въпреки личната покана, която се получи, Царското семейство реши, че на тяхната възраст подобни официални церемонии са им в тежест.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Неутрален,0.92,спокойствие,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"И на кой му пука за крадлив дедо ? той проигра своя шанс със същите глупости като ИТН - за 800 дни ще се оправим - ВЕРВАЙТЕ ! После гепи хектари гори - даже по два пъти.... Направи безпринципна тройна кокалиция. Поредното зомби от бунището на историята ! Кой плаща за ""Прес службата на негово величество"" ?и какво общо има неадекватния ""цар"" с развода на между ПП и ДБ ?",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.98,гняв,Негативен,0.85,загриженост,Негативен,0.85,разочарование
Лю пюти жинирал не мое да не е прецедател на демократите и народен представител. Нещо като пожизнен хамстер.,https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.86,презрение,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Каква невероятна футболна драма, драги зрители! ""Демократите"" се хванаха гуша за гуша... изпуснаха кокала и сега борбата е за оцеляване. Ама то в България евроатлантик до евроатлантика, мила моя майно льо... то не са ДБ, ДСБ, ПП, СДС... да не забравяме, че Герб и ДПС също са евроатлантици. Кирчо от ПП си говори интимно с баба Урсула, а пък тя се прегръща с Бойко. Евроатлантик Гюро пък ходи да се кланя в Украйната и да им обещава милиарди, с едничката мисъл да се хареса и той на баба Урсула и компания. Трагедия.Българинът обаче е реалист. Радев тепърва ще го видим що за стока е (аз лично нямам големи очаквания), но поне показа, че е стъпил здраво на земята. Цънцарова с тоя въпрос ""чий е Крим"" голям автогол вкара на пепедебетата.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.92,разочарование,Негативен,0.85,загриженост,Негативен,0.85,разочарование
"Да идва ""възраждане"", че ми омръзнаха вече тия политически циркове.",https://dnes.dir.bg/politika/db-sa-protiv-razvod-s-pp-razdelenieto-e-seriozna-politicheska-greshka,ДБ са против развод с ПП: Разделението е сериозна политическа грешка,Негативен,0.86,раздразнение,Негативен,0.85,загриженост,Негативен,0.85,разочарование
