,sentiment,confidence,dominant_emotion
Киркоров вместо да лъже че без него България нямаше да види Евровизия да даде пари за гасене на пожарищата в Св. Ленинград че стана голяма излагация на путинизма пред целия свят.,Негативен,0.92,гняв
най-обичам да хейтя успелите хора в българия,Негативен,0.92,завист
"Поредното доказателство, че успехът има много майки и бащи, а провалът е кръгло сираче! Когато човек няма с какво друго да се похвали, се залепя за чуждия успех! Киркоров да си гледа работата и да не ни се навира в очите. Смешно е разни подобни периферни екземпляри да се изтъкват. Остава и някоя сервитьорка да се изтупа в гърдите за успеха на Дара, защото й е сервирала обяд/вечеря! Жалки са!",Негативен,0.98,презрение
"До: анонимен 75 И защо Киркоров да е имитация на Азис, а не обратното? Киркоров е бая по-възрастен и по-отдавна има кариера от Азис. А какво харесват руснаците защо ти пука изобщо? Ами, те могат да пишат, че българите имаме лош вкус и сме ко.чи.на, щом харесваме Мара Отварачката или Веско Маринов примерно.",Негативен,0.78,раздразнение
БНТ е фалирала и не зима нищо от кабелните. Киркора има фирми и банки в Дубай. Това е истината.,Негативен,0.82,гняв
"До: Анонимен 66 Киркоров грам не се заяжда. Пълното му изявление е, че поради купищата слухове и въпроси от журналисти е решил да си каже, че е дал рамо на това участие. И не е направил нищо лошо. Просто я е свързал с познати, които да я спонсорират.",Неутрален,0.78,спокойствие
"И какво лошо Киркоров да е помогнал? При това той казва, че е осигурил парите за участието чрез свои връзки. Написаното от Дара е глупаво- можеше само да му благодари без увъртания. В крайна сметка няма лошо дали ще ти помогне руснак, арменец, турчин или българин, а Киркоров е и по произход българин. Не е платила руска фирма, не са нарушени санкции. Защо трябва да се правим на по-брюкселски зелки от брюкселци?",Негативен,0.78,раздразнение
"Русофилите плюят по Дара, изкараха я сатаниска и какво ли не защото тяхната русийка е изгонена като зло куче от Евровизия. А за русофилщината е невъзможно българин да направи нещо сам без решаващата помощ на кypниkа Россия.",Негативен,0.95,гняв
"Чуеш ли за руската качина, беги далече!!!",Негативен,0.9,страх
"Има някаква истина някъде, но пак няма да я разберем. Киркоров има нещо предвид, иначе няма да се заяжда., после ще започне да иска и пари, всичко опира до там - парите .",Негативен,0.82,разочарование
"Румен Радев Рапона доведе Дара Бангаранга. И двамата са бангаранга. Посрамиха България. Песен без съдържание и БЕЗ ритъм, както и слабо ляво кардливо ко-мунистическо правителство. Най-слабото правителство на България. Има само Банга-ранга на 500 децибела шум, анти-култура и анти-цивилизация. Да пукнат дано тия бангиранги! Не се търпи!!!",Негативен,0.99,гняв
"Тоя е един самозванец, ум да ти зайде. Мисли се за нещо, а е нищо.",Негативен,0.98,презрение
"Горкият Филип Киркоров. От както любовникът му - ПутиПути го заряза, нещо е превъртял от мъка. Раздялата се отрази много лошо и на самия ПутиПути - той хвърли кочинската федерация в самоубийствена война с Украйна, която ще затрие кочинската федерация. До какви драматични събития може да доведе края на една бурна гeй връзка, като тази на ПутиПути и Киркоров!",Негативен,0.96,презрение
Да се съревноваваш за най-дребилската песен не е много престижно.,Негативен,0.92,презрение
"Е, остава пък Киркоров да я е написал... Срам и позор!",Негативен,0.95,възмущение
До: анонименЧе то и ние сме същите. Кажи в кой български град няма джамия или турци?,Неутрален,0.62,скептицизъм
Филип Киркоров едва ли ще тръгне да плюе фъстъци. Явно има нещо такова. В *** територията всичко е възможно.,Негативен,0.72,презрение
До: bobГлупчо!,Негативен,0.92,презрение
"Дара - Филип Киркоров. Това е несъпоставима линия. Тая няма право дори да му изрича името на глас - толкова е нищожна пред него. Той е певец, който го знаят и слушат поколения. Тая досега никой не я е слушал и още следващото лято никой повече няма да иска да слуша мангаманга или каквото и да от нея.",Негативен,0.98,презрение
"Успехът се дължи на Киркоров в.Той свиреше кавал на сцената ,един такъв голям и черен..",Негативен,0.58,подигравка
"Ми то и твой не е успеха.. друг ти написа песента, друг ти направи танца, друг ти направи ужасния грим.. ти само отиде да се кълчиш на сцената и големия успех..",Негативен,0.96,презрение
"Натовския генерал Чорапов да отпусне пенсия на самозванеца Киркоров за изключителни заслуги към задунайската губерния. Всеки руснак се чуства длъжен да унижава България, Киркоров само потвърждава това правило.",Негативен,0.95,гняв
Редно е БНТ да покаже откъде е парата поне 500 милиона $. Има съмнения че парата на БНТ е от фирми на Киркора от руски нефт. Неслучайно БНТ е фалирала и не може да излъчва мачовете от ШЛ и от нациската лига на волейбола.,Негативен,0.92,възмущение
"Пак ли тая с неумна физиономия и уста като... С д.билната песен и още по-т.п.и конвулсии. Голямо постижение, няма що. Няма песни на евровизия, а само виене и друсане на телесата, как да не спечели най-добрата в това. Отвр. Стига сте я натрапвали, стига сте я правили национална героиня.",Негативен,0.98,отвращение
"Кой нормален човек харесва Евровизия, Дара, Азис или Филип Киркоров?",Негативен,0.92,презрение
КИРКОРШ Е ПРАИЛ ТАЯ ДАРА У БУРКАН ОТ ЛУТЕНИЦА !,Негативен,0.68,насмешка
Най накрая нормално про руско правителство. Кеф,Позитивен,0.92,радост
Яд ли ви е че РАДЕВ МАЧКА А? Хихихихи още 20 години така ще е.,Негативен,0.82,злорадство
"Може би Филип Киркоров е нахален, мазен или служи на руските интереси. Факт е обаче, че говори български много добре. Има хора отишли по 5-10 години някъде в чужбина и когато се върнат говорят като Фабиан Нюрнбергер.",Негативен,0.72,ирония
Киркоров ще те купи и продаде и нашбе също,Негативен,0.86,заплаха
"Друг път не помагай, Киркоров! Обеца на ухото да ти е!",Негативен,0.86,раздразнение
Времето на ПП приключи. Ерата на Радев и братята руснаци сме сега.,Позитивен,0.68,удовлетворение
да не забравяме че не е чист руснак както се натяква в статията за хубаво за лошо не зная,Неутрален,0.74,несигурност
"Песента и организацията не са на Дара и нейната продуцентка това се знае със сигурност Дара е лицето на песента,но трябва да уважава тези , които са създали целия продукт",Негативен,0.72,разочарование
Дойде най накрая нашето време. Времето е наше. Русия и Радев напред!,Позитивен,0.92,ентусиазъм
"Долно племе сме ние българите, лицемерно и завистливо и за това сме на дереджето което сме си заслужили.",Негативен,0.98,гняв
"Тая с църнатаа физиономия, ако още веднъж ми се появи на екрана, ще го счупя с чук!",Негативен,0.98,гняв
Тая па за ква се взе? Мега неприятната песен,Негативен,0.98,раздразнение
"добре че навремето ритонката одеше да друса сиисии по концертите му та тоя паллячо стана известен, иначе никой немаше и да е чул за неги",Негативен,0.96,презрение
СТАНА ПО-ГАДЕН ВРАГ НА БЪЛГАРИЯ И ОТ ТУРЦИЯ И ОТ МОНГОЛИЯ.....!!!!,Негативен,0.96,гняв
"Няма да забравя и комплексаршините на Мария Бакалова и Господинов,Горкия му връчиха награда споделена с някаква жена за превод , а той сеи зтъпани и взе да говори за бг азбуката като първолаче в мисленето.А то наградата за превод на английски.Нивото е потресаващо ниско и това са някакви комплекси дето се избиват.",Негативен,0.96,презрение
"КИРКОРОВ Е КАТО ДА ВСИЧКИ ЖАЛКИ РУСОФИЛИ - ПРЕДАТЕЛИ НА БЪЛГАРИЯ, ПРОДАЛИ ДУШАТА СИ НА ДЯВОЛА ОТ АЗИЯ - ВЛАДИМИР ПУТИН......",Негативен,0.98,гняв
Какво можеш да очакваш?,Неутрален,0.95,любопитство
"Дара не спечели заради песента, а заради големите си бангаранги. Само някой с ориентацията на Киркоров не може да го повярва.",Негативен,0.88,презрение
Тоя да си гледа приятелчетата от Ритон.,Негативен,0.82,пренебрежение
Дара мара колко пачки е гепила от БНТ за Евровизия - 600 000 лева суха пара :)))))),Негативен,0.73,присмех
тоя не беше ли молдовец?,Неутрален,0.92,любопитство
Този не е пил хпчетата си!,Негативен,0.9,присмех
"Браво , Дара ! Натрий му носа на този самохвалко !",Позитивен,0.78,одобрение
"Както и предвидих лека полека започват комплексарщините и простотията да доминират след всеки някакъв бг успех.Так беше в спорта и след сащ 94.Така ще е и след евровизия.Просто нивото на печелившите е ниско и каквото и да им дадете те са си просто диваци, които искат да го вдигнат на главата си като в Африканска пустиня.",Негативен,0.96,презрение
"Щом България 3 години нямаше пари да участва в Евровизия, а Киркоров е довел инвеститор, а Катя и Здравко от Ритон са в основата на тези срещи, как да не е успех и на Киркоров? Ами да беше си намерила Дара /или който и да е от кандидатите/ спонсор! Без пари нищо не става.",Негативен,0.68,раздразнение
Рашките обичат много да крадат... От тоалетни чинии до песни и чужди постижения..,Негативен,0.95,презрение
"Какво да е менюто в Бургас навън? Цаца, бира, пържени картофи със сирене и накрая баща й е обърнал и една ракия",Позитивен,0.62,веселие
Ами какво беше менюто? Или не се съобщава заради Сигурността?И дали Иво христов е участвал в организацията както при Дара?,Негативен,0.62,сарказъм
"ееее, живи и здрави да сте, че ме подсетихте и за тая.",Позитивен,0.82,благодарност
е само тук или станата се е напълнола с оскотели колхозници?,Негативен,0.95,презрение
"Дара, Мара, да са живи и здрави.",Позитивен,0.92,доброжелателност
Има неколко розови серялчета ще я гледаме.,Позитивен,0.62,очакване
"Чет коментарите и си викам: ""Боже, кога ще затриеш окончателно това низко и мръсно племе???""",Негативен,0.98,гняв
"Холивуд не я споменава, тия тук и веят вятър с Холивуд, кой с кого, какво празнува си е негова работа.",Негативен,0.74,раздразнение
Да и намерят някой римлянин за мъж от Меден рудник :))))),Позитивен,0.72,забавление
"успешен човек в българия, който да не привлича хейта на родните лузъри",Негативен,0.86,презрение
Безработна в бг и принудена да слугува на американете.,Негативен,0.92,разочарование
"И сега банан да й обелим , и консерва да й отворим ...олигофренска работа",Негативен,0.92,раздразнение
"хахаха няма да забравя как Брат Пит я сравни с *** Мерилин Монро и тая му се хили щастлива, че я е забелязал.",Негативен,0.82,насмешка
"определението ""холивудски филм"" не е гаранция за качество...повечето холивудски продукции са второразрядни и даже треторазрядни...гледах филма за Тръмп, в който участваше Бакалова...третостепенно, посредствено актьорство...но за България даже това е много...",Негативен,0.93,разочарование
А ТИ СИ ОСЪЩЕСТВЕН РУСКИ АЗИАТСКИ БЪЛГАРОМРАЗЕЦ,Негативен,0.98,гняв
Тая е неусъществена треторазрядна статиска в най т.ъ.п.ия филм.,Негативен,0.98,презрение
"Място на тази новина е в социалните мрежи, а не тук.",Негативен,0.82,раздразнение
"Да е жива и здрава и всички покрай нея, но на тази ""новина"" мястото",Негативен,0.62,раздразнение
"А дали си е донесла кървавата дамска превръзка, за да се похвали с нея???",Негативен,0.92,отвращение
И едноокият е цар в група от слепци!,Негативен,0.72,ирония
Честит рожден ден,Позитивен,0.95,радост
"Разхубавила се е. Вероятно се е пипнала тук таме, Няма лошо да е жива и здрава.",Позитивен,0.78,доброжелателност
"Коя беше тая, о да, дето мрази Съединените Щати и подиграва америка и ценностите на толерантност и уважение. Ясно, една дума: българче",Негативен,0.92,презрение
Коя беше тая?,Неутрален,0.78,любопитство
"а с кой да празнува, тръмп се върна на бел кон и ролята и малко и подкъси краченцата. и чич харви го набутаха в пандиза та не може да си изкара за роля. да е мислила, га беши димукрат ни рива.",Негативен,0.86,злорадство
много на сериозно започна да се взима!,Негативен,0.78,раздразнение
"Браво на нашето момиче - скромно го дава, на бира с цаца и картофки със сирене.",Позитивен,0.92,възхищение
Тази простотия ВЕДНАГА трябва да се премахне,Негативен,0.95,гняв
"Дечицата ще смятат дефицитите на теменужката, превалутирането и колко яйца има в потребителската кошница на червената шапчица.",Негативен,0.62,ирония
"Нека децата опитат тия мързели в парламента и въобще в политиката дали са държали такива национални оценявания? Системата някога беше лека и възприемането на науките бе като по вода.Сега децата са измъчвани с някакви непродуктивни състезания,които ги възпитават в състезателност,а не в партньорство. Превръщат ги в роботи,защото тестовете не са логика и мисъл,а хазарт.",Негативен,0.95,гняв
Тая надушва пари повече отколкото акула кръв. А шофьрчето да иляди при червените каруци,Негативен,0.88,презрение
"искам си с месо т.е. месни не месТни, щото съм от друго место!",Позитивен,0.72,забавление
"Лъв ли, дръглива гарга.",Негативен,0.92,презрение
Умръзнало му е да целива само икони.....,Негативен,0.82,разочарование
До: Веселинъ7112136860Как живееш с толкова злоба.,Негативен,0.95,гняв
Тоя Лъв голям тигър се оказа.,Позитивен,0.72,възхищение
"Малко чупикуратка ми се струва, ама хайде да видим как ще я подкара.",Негативен,0.72,скептицизъм
"е създал мъжа, а след него и жената. Естествено е, че ВСИЧКИ там трябва да са женени, да правят деца и секс, за да не се изпедалчват и посягат на момченца и момиченца. Педофилианството там е стигнало до тотален връх, който може да доведе до разпадане на енориите и оттегляне на духовенството реално вярващо повече в Бога, отколкото в банковите сметки.",Негативен,0.96,гняв
"Ами хубаво ,дори му е приятно .Нека продължава. може да стигне до момента в който ще разреши и браковете ,че видяхме последствията от безбрачието .Много педофилия при свещениците ,демек не могат да стигнат до Бога,затова са нужни реформи ,а не продължение на деформациите.",Негативен,0.86,възмущение
Тоя папа нещо не ме кефи.,Негативен,0.92,неодобрение
До: Леопард XXVI то да не е путин или гудняев та да е по момченца,Негативен,0.86,презрение
"Чак пък красива ,?Нормална жена главното е да си разбира от работата ...Ако е за красота то и Майка Тереза има фотография където е на около 20 и никак не изглежда зле ..",Неутрален,0.74,скептицизъм
"Изумително е,че Римски папа се занимава с жена. Него ли чакат малки момченца да им пренавие резбите?Тук в България,разни Лами отпушват фонтанелата на млади момичета и после им завещават къщи(ако оцелеят),пък после майките на момчетата куккудякът облечени в жълто.Как се промени света...Римски папа да се занимава с жена от женски пол....Боже,боже",Негативен,0.92,възмущение
"Какъв уелнес *** мисирко проста? Какво е това, знаеш ли?",Негативен,0.98,гняв
Не я оставяйте на слънце през лятото.,Неутрален,0.86,предпазливост
Първо а и единствено е Да имате коса примерно на Радев каквото и да му боядисваш се си остава голо кубе,Негативен,0.86,подигравка
Важи.Утре без прашки.,Неутрален,0.86,спокойствие
Дърта хрътка,Негативен,0.86,презрение
Майка и е по красива от нея -- познавам я лично,Негативен,0.78,пренебрежение
"Не ме интересува тая, не съм прочела статията, не съм й гледала снимките, пиша единствено и само да не ни занимавате. Пълен абсурд.",Негативен,0.96,раздразнение
"Толкова е бездарна като актриса, но явно се бута непрекъснато и в някакъв тесен кръг я фаворизират. И затвърждава клишето, че хубавите мъже ги грабват някакви дребни, мъжествени, грозни, но амбициозни жени. Вси пак имат дете, да са здрави и щастливи по своя си начин!",Негативен,0.92,презрение
Кои са па тия.,Негативен,0.72,раздразнение
"Горката Весела, скоро ще стане тъжна с този гей Зомбори...също като Нети и геят Дони...тъжна история за тези 100% ви жени.",Негативен,0.95,презрение
